update,step,train_return,cost_per_order,success_rate,ontime_rate,depletion_events,n_delivered,eval_return,policy_loss,value_loss,entropy
100,3200,-251.67923913043487,16.03739162863421,0.8727272727272727,1.0,8.0,31.666666666666668,-38.32200000000001,-0.1331404447555542,4.869749069213867,1.9780133962631226
200,6400,-163.14482,16.214001720470467,0.8688524590163934,1.0,8.0,32.0,-48.30133333333331,-0.215070903301239,4.972893238067627,1.6096196174621582
300,9600,-204.76434,2.886791764105341,0.902072283212039,0.7893742713657969,2.0,115.66666666666667,1277.049666666673,0.2747158110141754,1.8101332187652588,1.7663077116012573
400,12800,-299.85380000000004,115.60007041107042,0.11957317635283737,0.2956857956857957,0.0,15.0,-1516.996333333338,-0.16901247203350067,5.221311092376709,2.8582749366760254
500,16000,-320.49748,2.2603762935534863,0.8965570617355435,0.6285605899736334,0.0,114.66666666666667,1247.231000000001,-0.07355321943759918,8.414956092834473,1.9756438732147217
600,19200,-191.0219,0.8961772353898297,0.9674242571812245,0.8188026529846076,0.0,126.0,1661.153000000001,0.01904250681400299,3.7562787532806396,1.2994036674499512
700,22400,-194.28014,11.709949929484809,0.8113414970074876,0.8779897965944476,8.0,52.666666666666664,146.405,0.22021521627902985,2.0914199352264404,1.9372308254241943
800,25600,-203.06116000000006,14.75592116858237,0.9005847953216374,1.0,8.0,33.0,1.6830000000000307,0.02636054717004299,2.730172872543335,1.3351073265075684
900,28800,-129.30812000000003,13.591084226884222,0.804609563123495,0.9355089355089355,8.0,44.333333333333336,76.45166666666667,-0.08291242271661758,13.318967819213867,2.3436856269836426
1000,32000,-112.91326000000002,1.2925668603988776,0.9462739704359474,0.7970826210826211,0.0,122.33333333333333,1550.9943333333347,-0.052262842655181885,9.140863418579102,1.6224948167800903
1100,35200,26.706400000000073,0.7595269441803785,0.9730446632650837,0.8835182117195277,0.0,129.0,1761.0196666666673,-0.36307811737060547,9.437463760375977,1.4216701984405518
1200,38400,239.41168000000016,2.136133699892403,0.9002951469694546,0.7546172988969598,0.0,116.66666666666667,1356.4350000000006,-0.25344735383987427,5.835611820220947,1.587986946105957
1250,40000,366.04984000000024,0.628101297124264,0.9877264125439308,0.9101249287041636,0.3333333333333333,129.66666666666666,1803.9120000000005,0.22385992109775543,4.822385787963867,1.6187533140182495
