update,step,train_return,cost_per_order,success_rate,ontime_rate,depletion_events,n_delivered,eval_return,policy_loss,value_loss,entropy
100,3200,-237.71636,13.640230753968249,1.0,1.0,8.0,30.0,42.00699999999997,-0.09810563921928406,3.2063071727752686,1.5145237445831299
200,6400,-160.73576,21.228984964796727,0.6099611148226185,1.0,8.0,35.333333333333336,-218.96166666666667,-0.3209053874015808,5.764549255371094,1.9892879724502563
300,9600,-274.66802,2.4112547460170197,0.8859511351199337,0.6500452259537396,0.0,114.0,1234.826333333336,0.25761643052101135,6.682048797607422,1.819121241569519
400,12800,-341.55246,9.245393784747945,0.7470086167174497,0.9282138387269802,6.666666666666667,92.33333333333333,512.9463333333335,0.15899190306663513,9.772063255310059,2.392627239227295
500,16000,-248.44888,1.0184133210854194,0.952948957360722,0.9665328675009325,0.0,127.66666666666667,1762.884666666667,0.012083135545253754,1.8911654949188232,1.6944606304168701
600,19200,-270.73672,1.2053706993681967,0.942540837917901,0.9547628385517748,0.0,125.66666666666667,1705.183333333334,0.1281081587076187,7.7518157958984375,1.477508544921875
700,22400,-284.79736,1.5554301363960283,0.9232424481218807,0.9331716524216525,0.0,123.33333333333333,1615.581666666667,-0.11226694285869598,10.212434768676758,2.4164884090423584
800,25600,-134.98165999999998,0.8832728628586713,0.9634858486784083,0.9192035246680056,0.0,129.0,1768.2656666666683,-0.14002732932567596,12.03129768371582,2.5218887329101562
900,28800,81.95292000000005,1.0009310220526035,0.9578077575889953,0.8928753180661578,0.0,127.33333333333333,1713.5156666666678,-0.006460919976234436,3.500791072845459,1.1433755159378052
1000,32000,452.5644000000004,0.5501648306946677,0.9853430688285193,0.880597843668371,0.0,130.33333333333334,1804.2133333333338,-0.2001720666885376,3.592069625854492,2.46467661857605
1100,35200,731.1142400000006,3.7110139298119655,0.907975099835565,0.8243861540304228,4.0,115.33333333333333,1210.5500000000009,-0.12953123450279236,4.0914435386657715,1.7596718072891235
1200,38400,296.5886800000002,1.3291318026462764,0.9775385798231643,0.898240235931771,1.6666666666666667,128.0,1685.3506666666678,-0.469953715801239,5.847629070281982,1.5165621042251587
1250,40000,174.80058000000005,1.0282863611881787,0.9898201301186376,0.8758524889138536,1.3333333333333333,127.66666666666667,1703.5933333333344,-0.032254546880722046,16.3043212890625,1.9724607467651367
